Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
1400,"Feb 13, 2021 9:14:54 AM","Feb 13, 2021 9:29:09 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATMuu7ErlVOs7YICl_iGhVrghC3MIZgIeISMDx9O_ofMjd-BOomdgzdm16I5Y6vgUTTmRKE96MlfG75aL3cJDQ&s=1,gBs/zNSAEQUGQbc30YNaeg==,United States,Schenectady,NY,2,,,,,,,7,0,4,1,1,1,1,,,1,,,0,1,On multiple occasions I've experienced officers taking an overly aggressive attitude in handling minor infractions. One threatened to arrest me for having an expired vehicle registration. Another pulled me over and was verbally abusive after I had passed by his parked car that had its lights on. It was very unclear where cars were being directed and I had slowly creeped by looking for some signal. He berated me for about 15 minutes.  Both incidents were clearly a power trip for the officer involved. ,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,2,3,2,4,4,3,All police departments should be implementing the described policies and procedures. I don't know why they wouldn't already be in place. ,Yes
1401,"Feb 13, 2021 9:33:03 AM","Feb 13, 2021 9:37:26 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATP0JOriIBrsAsADyHOwMBpvJCFCb8umo5mdpbdPn9V4Y2D869x-WyXVp-srIIpIMEdsF2hv0ikVEHA0HZGEIA&s=1,hOILyUEGH6GC3x+yfF1cQg==,United States,Saratoga Springs,NY,1,,,,,,,7,1,1,1,1,1,1,,,,,,0,0,,1,1,1,1,1,1,0,1,2,1,0,0,3,2,2,3,2,2,4,1,4,3,2,Reevaluate officers and new training. ,Yes
1402,"Feb 13, 2021 10:04:29 AM","Feb 13, 2021 10:21:59 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,4WQy1nQkSlCadgeyBgkIsA==,United States,,,1,,,,,,,7,0,1,1,1,1,,,1,,,,0,0,,1,1,1,0,1,1,2,1,0,0,1,4,3,2,2,3,1,1,3,1,2,3,2,Cameras on the police at all times budget cuts better investigations do not handle the things that we have other departments for.,Yes
1403,"Feb 13, 2021 10:04:48 AM","Feb 13, 2021 10:17:28 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,71D3rLkLry+GOBO0ZCKIcg==,United States,Pleasant Grove,UT,1,,,,,,,7,0,1,1,1,1,1,,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,3,1,1,2,2,I would like there to be body cams rolling at all time when they are on duty. I would also like there to be no stop and frisks. ,Yes
1404,"Feb 13, 2021 10:26:01 AM","Feb 13, 2021 10:29:17 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,nYqBKsZ7d/nZkNZeCk0Ekg==,United States,Rocky Point,NY,5,,,,,,,7,0,2,2,,1,,,,,,,1,0,,0,0,0,2,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,1,5,,No
1405,"Feb 13, 2021 10:33:29 AM","Feb 13, 2021 10:59:03 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATOXgzihwgJ6rKlZri1L5YS6hccTFnatJDOoKvauOb9_PFxY1y5iBqMjog62d7ZkonCSkDt9XAeowUEC5IWiYGbGmjAzc1MclIfcpQ&s=1,LkK30IFvYMqMjkLEEVzU+Q==,United States,Schuylerville,NY,1,,,,,,,7,1,1,3,1,1,1,1,1,1,,,0,1,police trying to trample friends with horses and tear gassing them,1,1,1,1,2,2,1,1,2,0,1,4,1,1,1,1,1,1,1,1,1,1,1,abolish the police ,Yes
1406,"Feb 13, 2021 10:40:23 AM","Feb 13, 2021 10:46:46 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATMVhE5qPF89JI1BHq3kJvkpd5sQ1r7EeVz3aRzlBIkLkxZ8YhuRkYFaWoJUHBsvZsFuB2klNRLpqBZWIrQlNA&s=1,40lJ/giFXCkPzyUqnILDjA==,Canada,Pakenham,ON,2,,,,,,,7,0,1,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,0,2,1,1,2,1,1,1,1,1,3,2,,No
1407,"Feb 13, 2021 11:28:51 AM","Feb 13, 2021 11:32:29 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATMaevZUgpqLS-rFT-ISM2SoqlA3Yha-fCUNIN1EtuCAjpcGlaEzjGBsfKa1z_INSQCS-D5AWmmcusCWUqXvHQ&s=1,ydqy916XkmpJJU5ivz9nOA==,United States,Albany,NY,1,,,,,,,7,1,1,1,1,,,1,,1,,,0,0,,1,1,1,1,1,1,1,1,2,0,0,0,2,1,2,3,1,1,3,1,3,3,1,,No
1408,"Feb 13, 2021 11:38:29 AM","Feb 13, 2021 12:25:51 PM",https://us18.campaign-archive.com/,zrKvAvUgNXXYAiVuNn98eQ==,United States,Saratoga Springs,NY,1,,,,,,,,0,5,1,1,1,1,,,1,,,2,1,"False seizure/cuffing with intent to arrest a friend who was enjoying a peaceful day at the track and had zero resemblence to the wanted suspect by complexion, hair texture, eye color, age and build, other than shared African ancestry. This was deeply shocking and physically traumatic to the detained person even though released before being falsely arrested after family and friends intervened.",1,1,1,1,1,1,2,1,1,0,1,3,3,4,3,4,3,3,4,2,4,4,4,"This is a comment on a past experience w SSPD, a few years ago. [name redacted] found a toy monkey hung from a noose on a stop sign [location redacted]. This well-documented and threatening symbol of white supremacist racism deeply troubled and frightened me. [name redacted] took it down, immediately called the 1800 number to report it. The response was disinterest and disregard of it's inherent threat to my own family and others in my neighborhood. [name redacted] was told there was no reason to bring it in as evidence. This was at a time when drawings of similar imagery appeared on a fence in my neighborhood where the Schenectady CDTA bus stopped, and my son was racially bullied at SSHS (with no meaningful response from the administration). I felt very let down, and angry, and thus never reported 2 subsequent instances of overnight lawn vandalism on my property. This is a town of low diversity, but that is no excuse to diminish the feelings and fears of someone witnessing/experiencing racist or other hate-oriented threats. We all have a right to feel safe and protected equally by those whom our taxes employ to do so. I hope the recent meetings, etc., will awaken many from their slumber of privilege and nonexperience. My story is sadly just a few lines in a greater narrative that we have kept to ourselves for too long.",No
1409,"Feb 13, 2021 11:41:44 AM","Feb 13, 2021 11:49:05 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rCMZe4oh5m9G16Y15zMxqA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,,,,2,0,,1,1,1,1,1,1,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,4,3,I don't feel I have enough knowledge of the SSPD to answer this and other questions above with confidence. ,Yes
1410,"Feb 13, 2021 11:54:14 AM","Feb 13, 2021 11:56:42 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATOrhFpqsmv3GxF178_X5IjV63BZklURC87V-miyfrbgDjqWVwGdiGIETpzLZ6El_0DBuPFf0SXl8A9-9S1hJBs3ZrzDOKfIpWpsfA&s=1,oHIUGj5oJBPtWN9HhGdJXA==,United States,Ballston Spa,NY,2,,2,,,,,,1,1,1,1,1,1,1,,,,,0,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
1411,"Feb 13, 2021 12:45:23 PM","Feb 13, 2021 12:49:26 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATMGRFYODjRzTiCrluU2DR4zKmMdluJo5CYbcGuIiGG9WnUI229afzU3Hxpc-gGv11dBLAI8arp6wPvdNkOy8t4Q977qCzzbEh7Mzg&s=1,gURgz/6/TqXHyROmbbNa0w==,United States,Utica,NY,3,,,,,,,7,1,1,4,1,,,1,,1,,,0,0,,2,2,0,0,1,1,2,0,0,0,1,0,3,3,4,3,4,2,2,2,5,3,3,I would request that all police and law enforcement to treat Everyone equally ,No
1412,"Feb 13, 2021 1:05:02 PM","Feb 13, 2021 1:12:16 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATM6Bc-B6pgdUE77jQlJ98AO-vI_S-u4RE7BjWOV0mxMuMJFTKyvekrVU6H91aIuUaffBHFvJqZIe9cb5XkynQ&s=1,PJllnF7nskV6tI834cLI4w==,United States,Albany,NY,1,1,,,,,,,1,1,1,1,,1,,,,,,0,1,My family is black so sometimes people or police look at us differently or think we're suspicious. In the past growing up my dads had all kinds of run ins with cops,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"Change the whole system , take longer to train police. 7-8 months is not enough if a lawyer takes up to 8 years to train , and a police officer is there to protect us. Educate them on race , backgrounds , groups of people. Get personal people there so they come instead of a police officer if someone is mentally ill. ",Yes
1413,"Feb 13, 2021 1:40:47 PM","Feb 13, 2021 1:48:51 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,zZATlYaTuqW77haZUSW90g==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,4,,,,,,,1,Depends on the circumstance,2,0,,1,1,1,,1,1,,,1,0,1,2,3,3,4,4,3,3,4,4,4,4,4,,No
1414,"Feb 13, 2021 2:08:40 PM","Feb 13, 2021 2:13:35 PM",https://l.instagram.com/,QOa/+gz5ruoduQyPdTtZHw==,United States,,CA,1,,,3,,,,,0,2,1,1,1,1,1,1,1,,,0,1,A friend was arrested at a BLM peaceful protest in summer 2020 ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,3,1,3,3,1,2,3,2,"Specific training for issues regarding mental health, substance abuse, and race",Yes
1415,"Feb 13, 2021 2:13:19 PM","Feb 13, 2021 2:13:19 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATN1pnp6fy9-P3MjAi3oquAARdcVJCgIgVZRLxFRLtOsJ_nSEWDdEOq-jW6k-z1S61HJUrEXDN3C4DpUn2_1KQ&s=1,azqQe6acM9D+/nqaIlDV3Q==,United States,Richfield Springs,NY,1,,,,,,,7,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1416,"Feb 13, 2021 4:59:40 PM","Feb 13, 2021 5:03:19 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATPJP-iZzAzEzX3t6qS_Myu_1hvV4DznxtETLH8PssFi7cv9GhVDtbLAhs0TBdX5aUZ641DdQV1OQQ0e2C6ze__-SwK5_TgCpR3iww&s=1,3jhJhGA1pcfE80f9u1VRWA==,United States,Saratoga Springs,NY,1,,,,,,,7,1,4,1,1,1,1,1,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,1,1,3,2,,No
1417,"Feb 13, 2021 7:52:15 PM","Feb 13, 2021 8:09:06 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Pl7z7Pfc7SX1JFH/yFOWdA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,1,,1,,,0,1,"—My nephew was arrested and mishandled in Baton Rouge at a BLM protest. —My brother was beaten by an officer at a protest in 1969, and my other brother had his head cracked open by an officer at a different protest in 1968. —I witnessed an officer issue an unnecessary ticket and summons to a young Black man when I was riding along with the officer on his beat in part of a drive to improve community relations in 1968 —My son was harassed by police and moved among jails in NYC all night for non-payment of a ticket in 2019.",1,1,1,1,1,1,2,1,1,0,1,4,3,3,3,3,2,2,5,1,4,3,2,"The SSPD has been there for me and my family over 35+ years in the community, whether checking out our property for us when we have been out of town, following up on a stolen bicycle report, and even showing great judgment in a report filed on stolen jewelry. I am more ignorant about their treatment of people of color and people with less social capital, but they bungled the Darryl Mount case investigation, and I also think they badly bungled the Comptons incident years ago (2008??). I do not trust their overall fairness to POC. (I forgot to mention the Comptons case in the above list of incidents where the police mistreated someone. They put those four Skidmore students onto the icy sidewalk face down before dawn on December 17. The guys who were in the brawl with them got to dictate what the story was.  ",Yes
1418,"Feb 13, 2021 8:11:10 PM","Feb 13, 2021 8:19:46 PM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,FQqR4D5z5vlhtQds53gK1w==,United States,Towson,MD,5,,,,,,,7,1,2,2,1,1,1,1,1,1,,,0,1,A friend was experiencing a mental health crisis; police responded with intimidation,1,1,1,1,1,2,1,1,2,0,0,0,2,2,2,3,2,2,3,2,1,3,2,"by responding effectively to harassment and intimidation of Black community members who criticize it, so that they can speak freely",No
1419,"Feb 13, 2021 9:58:53 PM","Feb 13, 2021 10:07:40 PM",https://l.instagram.com/,DowQdx1aHufFwj6OgREv9w==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,2,1,,1,,,1,,,0,0,,1,1,1,1,1,2,2,1,1,0,0,0,3,3,3,3,3,3,4,3,4,4,3,It's a black box. Who knows what goes on or how effective they are. I'd welcome a citizen oversight and reporting committee (unpaid) ,No
1420,"Feb 13, 2021 10:01:04 PM","Feb 13, 2021 10:04:47 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey&e=ATMNyEKt15GB5xDLHk2QmvwzCuIfa9pmw6KynG9a1-30dgeanCJxWIWV3XS7A-SOuO7QwXjYLnSO-Pc3WYIXnDF539Kvh-ZJcpPhFv4&s=1,yXTrorpL8CW4duG/O9LjcQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,1,1,1,,1,1,,1,,,0,0,,1,1,1,1,1,1,1,2,1,0,1,2,3,3,1,2,2,2,2,3,2,3,3,Reform and more safety precautions for the people. ,No
1421,"Feb 13, 2021 10:06:54 PM","Feb 13, 2021 10:10:03 PM",http://m.facebook.com/,N1RLHedU96pN2SEFiGLD5g==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,0,1,Prefer not to.,1,1,1,1,1,1,1,1,1,0,1,1,2,3,2,3,2,3,4,2,3,2,3,,No
1422,"Feb 14, 2021 5:54:29 AM","Feb 14, 2021 6:24:04 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,PO8/GGisHES2n4yC9pKnuQ==,United States,Ballston Spa,NY,2,,,3,,,,7,1,4,1,1,1,1,,,,1,Police should be trained to not use force in situations where suspects are in some ways inebriated ,0,1,no comment.,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,2,4,1,1,1,2,"That they clean the police force from white supremacy,  and hold cops responsible for shooting at suspects. That they stop criminalizing People of color Stop harassing and threatening non-white students  Stop targeting, patrolling non white communities  ",Yes
1423,"Feb 14, 2021 9:07:28 AM","Feb 14, 2021 9:16:34 AM",https://foothillsbusinessdaily.com/saratoga-springs-activists-to-community-take-the-survey/,2DQNSLRO52PdYvCZwzZ2dQ==,United States,Richfield Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,1,,,2,0,,2,2,0,0,0,0,0,0,2,0,0,0,4,4,4,4,4,4,5,4,5,3,4,"I think the SSPD is sometimes put in a no-win situation. I trust trained police officers to do their jobs effectively. I do however, think that they're not trained in certain psychological situations - and they can't be. No officer can be trained for every situation that involves mental health. I do like the idea of specially trained psychologists riding along with Officers for certain situations. Not ALL, but certain situations. ",No
1424,"Feb 14, 2021 9:45:12 AM","Feb 14, 2021 10:08:10 AM",https://www.mlksaratoga.org/,TnUaROlDZoiymtNenerYNg==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,,1,I believe collaborative police intervention can be important with domestic abuse situations,0,1,"[age redacted] hispanic friend living with us -- pulled over by State Troopers for tinted windows south of [location redacted]. I was on the phone with him thru the entire event.  He was required to exit his car, ultimately arresting him and ticketing him on a series of small things (incl driving on a [state redacted] license).  I asked him to ask the officers name, ""That's not important now -- you don't need to know that."" ?!?!?  The cost of the day added up way beyond his [redacted] delivery wages.  Incredible to hear it escalate to a full arrest!!",1,1,1,2,1,1,2,1,1,1,0,4,3,2,2,3,1,4,4,2,3,5,3,"More direct community engagement, especially going into areas that may be more challenged.  People need to be seen and heard and valued ... and that includes our police officers!  ALSO: 1) Officers need to communicate their name and titles when asked 2) Allowing citizens to call an advocate/friend during any form of ""detainment"" ensures an outside ear to what is happening. 3) Military force is neither productive nor necessary -- violence begets violence. 4) Alternative payment of fines and community remuneration, as well as restorative justice methods can absolutely be applied in our city --   We can make change happen here for everyone!       ""Whatever affects one directly, affects all indirectly."" Dr. King",Yes
1425,"Feb 14, 2021 10:18:46 AM","Feb 14, 2021 10:20:49 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Q0xIq2fnl71PjHfsE55ing==,Morocco,Marrakech,47,4,,,,4,,,,1,2,1,1,1,1,1,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,dismantle it,No
1426,"Feb 14, 2021 12:01:36 PM","Feb 14, 2021 12:08:28 PM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,p/VRIZg0ze46lvA9I+pm/g==,United States,Buffalo,NY,4,,,,,,,7,1,2,2,1,1,1,,,,,,0,1,I have friends who were harassed by police officers who ignored lighter-skinned people who were in the same place and situation.,1,1,1,1,1,1,1,1,1,0,0,0,2,3,1,3,1,2,3,2,2,3,2,,No
1427,"Feb 14, 2021 12:28:14 PM","Feb 14, 2021 12:31:54 PM",https://l.facebook.com/,tqStW2FGUmPYQ/pET395Mg==,United States,Saratoga Springs,NY,1,,2,,,,,,0,5,1,1,1,,,,,,,2,0,,1,1,1,1,1,1,1,1,2,0,2,1,5,3,3,4,3,3,4,4,4,3,5,They are pretty good and I am a woman of color. Never had the slightest problem with them. ,Yes
1428,"Feb 14, 2021 2:29:39 PM","Feb 14, 2021 2:29:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,t/zhVriYWOQDeQyGd7PrhQ==,United States,Saratoga Springs,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1429,"Feb 14, 2021 3:21:35 PM","Feb 14, 2021 3:29:49 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,t/zhVriYWOQDeQyGd7PrhQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,1,"With police back up when there is violence, or with social workers accompanying police to try to de- escalate",2,1,"Anger, yelling  from police because of a seeming traffic issue. ",1,1,1,1,1,1,2,1,1,0,0,1,5,5,4,5,4,4,5,4,3,3,4,,No
1430,"Feb 14, 2021 9:53:28 PM","Feb 14, 2021 9:57:21 PM",https://foothillsbusinessdaily.com/saratoga-springs-activists-to-community-take-the-survey/,4EBtp8DsgeLsW1DSRNCinA==,United States,Slingerlands,NY,1,1,,,,,,,1,3,2,,,,,,,1,Police should respond to all things on list,1,0,,1,0,0,1,0,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,They r well run ....,Yes
1431,"Feb 15, 2021 10:03:47 AM","Feb 15, 2021 10:07:41 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,DmjWZAlQgNsY/gxR57TrAw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,3,1,1,1,1,1,,1,,,0,1,,1,1,1,2,2,1,2,2,1,0,0,4,4,3,3,3,2,1,3,2,3,3,2,,Yes
1432,"Feb 15, 2021 10:15:33 AM","Feb 15, 2021 10:19:16 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,N5qX9u5DLOILZB7VyuSm7Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,2,1,1,1,,,1,,,1,0,,2,1,2,0,0,2,2,1,2,0,1,1,4,4,4,4,4,3,5,4,5,3,4,,No
1433,"Feb 15, 2021 10:58:49 AM","Feb 15, 2021 11:03:05 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,O2tFsZQoZiUxMoHeqqc67g==,United States,Ballston Spa,NY,1,,2,,,,,7,1,4,2,1,1,1,,,,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,2,3,4,3,3,2,2,4,3,4,3,3,,No
1434,"Feb 15, 2021 10:58:59 AM","Feb 15, 2021 11:07:37 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,WHW3AlMhWBAqhkH6/4f7Ow==,United States,Saratoga Springs,NY,3,,,,,,,7,1,3,1,1,1,1,1,,1,,,0,1,misidentified partner as suspect and they were tackled and nearly cuffed before being released,1,1,1,1,1,1,1,1,1,1,0,1,3,2,1,3,2,2,3,1,2,4,2,,No
1435,"Feb 15, 2021 10:59:08 AM","Feb 15, 2021 11:06:35 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Q4Tijd6OyYcSkBnm4OmTNA==,United States,Clifton Park,NY,2,,2,,,,,7,1,3,1,1,1,1,1,,1,,,0,1,"My husband is Mexican so our last name is inherently hispanic. We have been pulled over for something like a tail light being out and everything is fine until the officer reads our name and then becomes rude and uses intimidating words. One incident before we were married, in which we were parked in a lot eating ice cream, an officer stopped by and separated us. Upon seeing my (then fiance's) last name he proceeded to ask me if he was trying to rape me and that he could take him away if i wanted. It was horrible and degrading.",1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
1436,"Feb 15, 2021 11:01:16 AM","Feb 15, 2021 11:14:20 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,gasSPc9hF/OVzJwLgB11Dg==,United States,Ballston Spa,NY,2,,,,,,,7,1,3,1,1,1,1,,,,,,0,0,,1,1,1,1,1,1,2,1,1,1,0,0,2,2,2,2,1,1,2,1,3,4,2,More communication with the community and better de-escalation training. Train more officers to manage situations involving people with mental health issues.,Yes
1437,"Feb 15, 2021 11:06:21 AM","Feb 15, 2021 11:06:21 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,5yZW2ouC1db2+IDGOJ1N0w==,United States,Salem,NY,1,,,3,,,,7,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1438,"Feb 15, 2021 11:10:46 AM","Feb 15, 2021 11:14:12 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,R5pSzex2lK9JrKHmt+NlmQ==,United States,Delmar,NY,3,,2,,,,,7,1,4,2,1,1,1,,,1,,,0,1,I know students who have experienced police harassment and mistreatment.,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,2,3,3,3,3,3,3,,No
1439,"Feb 15, 2021 11:19:36 AM","Feb 15, 2021 11:27:12 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,MSajejRmZFLZJm2m/Zae7Q==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,,,1,Police and social work together on intimate partner violence,0,0,,1,1,2,1,1,1,2,1,1,0,0,1,3,3,3,4,2,3,4,3,4,4,3,transparency is important and training. generally I feel in good hands but I worry about police brutality as it is in the news. It could happen here is we are not awake to it. I also think that police should not be dealing with mental health issues.,Yes
1440,"Feb 15, 2021 12:08:52 PM","Feb 15, 2021 12:17:47 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,YDP8ULl8JjM2PtJ4ts5AQg==,United States,Ballston Spa,NY,1,,,,,,,7,0,3,2,1,1,1,,,1,,,0,0,,1,1,0,1,1,1,1,2,2,0,0,0,4,4,4,4,4,4,4,4,4,4,4,,No
1441,"Feb 15, 2021 1:39:54 PM","Feb 15, 2021 5:19:44 PM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,YVhoSesN59b8NBAYktIOdw==,United States,Saratoga Springs,NY,1,,,3,,,,,1,2,1,1,1,1,,1,,,,0,1,Every black person I know is scared of police.,1,1,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,4,1,1,3,2,,No
